,user_name,user_location,user_description,user_verified,date,text,hashtags,source,cleaned_text
75,tíα мααgѕ⁷ | moon ily | 🔮☁️,Lost Woods,waiting . . . || 21st Century girl || 🐉 MXTX Novels 🐉 || Wei Wuxian’s Protection Squad || ❄️ Eula main ❄️ ||matching icons w/ @hakuflwr,False,2022-03-14 06:48:05,Denme cuddles o lloro https://t.co/gA6NwaJLlx,,Twitter for iPhone,Denme cuddle lloro http //t.co/gA6NwaJLlx
76,Wolverine||0|🇮🇳,India,Swayamsevak | Modi Bhakt | A Multi-lingual Unapologetic Hindu | नमस्ते सदा वत्सले मातृभूमे | ಜೈ ಶ್ರೀ ರಾಮ್ | ওঁ নমঃ শিবায় |,False,2022-03-14 06:48:05,@rishibagree Ideology is clear,,Twitter for Android,rishibagree Ideology clear
77,sophia,"San Francisco, CA",Bitrotting lover trying to push and push and push through the amniotic sac,False,2022-03-14 06:48:05,@insectsentience @f_a_infinityy Thanks for the fist bro https://t.co/bnz8xhrHyv,,Twitter for iPhone,insectsentience f_a_infinityy Thanks fist http //t.co/bnz8xhrHyv
78,Trillish,A Brooklyn Basement,,False,2022-03-14 06:48:05,@australiandisco @ggggg20986578 @MacsNeckTat Not a while back. He brought up that rumor from years ago last month when he was acting all tough on ig. It’s been squashed. Everyone close to them said it never happened,,Twitter for iPhone,australiandisco ggggg20986578 MacsNeckTat back brought rumor year last month acting tough squashed Everyone close said never happened
79,ChillingWithCharlie,,"Worlds best dog interviewing the most interesting people in sports analytics
DMs open come on the pod!",False,2022-03-14 06:48:05,going live at 6pm AEST stay tuned for the link! https://t.co/CyXZiYD30z,,Twitter Web App,going live AEST stay tuned link http //t.co/CyXZiYD30z
80,Bouff Daddy 💸,Abeokuta/PH,https://t.co/Fwtqj9bk7A Information Technology || Digital Marketer || 30BG || DM FOR PROMO || Cule ❤️💙,False,2022-03-14 06:48:05,@the_mikunn where were you before,,Twitter for iPhone,the_mikunn
81,MOSYAN DESIGN | Jasa Design| Graphic Bitmap Vector,Jakarta Capital Region,Jasa Design RGB | CMYK | HSB | LAB ORDER : Logo - Banner/Spanduk - Flyer/Poster -VCard / Kartu etc. || @mosyanservice | @mosyantax | @mosyanacc | @mosyansosmed,False,2022-03-14 06:48:05,Why Video Marketing Is Essential For Every Business https://t.co/DGwFTpQEwi,,IFTTT,Video Marketing Essential Every Business http //t.co/DGwFTpQEwi
82,debra,,,False,2022-03-14 06:48:05,@Ivyvyne1 @uu32248792 @whitecIaws @plantbasedbrat @PopCrave I agree with @bir...PD did disrespect her. I'm in bed with ur wife?? I would HV been like u get out too. He was taunting Ye too..so they both playing games. PD jus wanted everyone to know he smashed. When is KK gonna get tired of everyone telling their business with her?,,Twitter Web App,Ivyvyne1 uu32248792 whitecIaws plantbasedbrat PopCrave agree disrespect wife would like taunting too..so playing game wanted everyone know smashed When tired everyone telling business
83,Annie de Bhal #FreePalestine,"Cork, Ireland",Economic & Political Sociologist. Editor of @TheBeaconIrl. Jew for a free 🇵🇸! Wobbly. @IWWFJU Horticulturist. Runner. Reader. Writer. Wifey. Mama. she/her,False,2022-03-14 06:48:05,@mattjwoodturner Don’t you be going around legitimising us now. The Twitter police will be in touch shortly. 🤣,,Twitter for iPhone,mattjwoodturner going around legitimising Twitter police touch shortly
84,𝕷AW ︎ ︎ ︎ ︎ ︎ ﹠ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎𝕺͟R͟D͟E͟R͟ .⚖️,"my   𝐠𝐨𝐝   ,   in   𝕲𝐎͟𝐃   we   𝒕𝒓𝒖𝒔𝒕  ˎ˗   ⟋  but   𝐰𝐞   n͟e͟v͟e͟r͟   𝓻𝐞𝐚𝐥𝐥𝐲    know   what   got   𝐝𝐢𝐬𝐜𝐮𝐬𝐬𝐞𝐝  .ᐟ",⠀⠀⠀ ＊ ⠀ i ⠀𝓟𝐑𝐎𝐌𝐈𝐒𝐄𝐃⠀ 𝒚𝒐𝒖 ⠀ that ⠀ i ⠀ ⠀⠀⠀𝓐𝐋𝐖𝐀𝐘𝐒⠀ would ， 𝐦𝐲⠀ 𝒅𝒂𝒓𝒍𝒊𝒏𝒈 ⠀⠀⠀ ⠀⠀⠀ ⠀⠀ ⠀⠀⠀ ⠀⠀⠀@kkamagwiii. ⠀⠀ ⠀⠀⠀ ⠀⠀⠀ ⠀⠀ ⠀ ⠀⠀⠀ ⠀⠀ ⠀ ⠀⠀⠀ ⠀⠀ ⠀,False,2022-03-14 06:48:05,https://t.co/P4xh24Pdyq  i  feel  like  i  should  repost  my  pinned  but  im  also  very  satisfied  by  300+  likes.,,Twitter for iPhone,http //t.co/P4xh24Pdyq feel like repost pinned also satisfied 300+ like
85,cil⁷ 🍳,m a g i c s h o p,❛ 𝘵𝘦𝘢𝘮𝘸𝘰𝘳𝘬 𝘮𝘢𝘬𝘦𝘴 𝘵𝘩𝘦 𝘥𝘳𝘦𝘢𝘮 𝘸𝘰𝘳𝘬 ༊*· 𝓳𝓾𝓼𝓽 𝓪𝓵𝓵 𝓪𝓫𝓸𝓾𝓽  𝗯𝗮𝗻𝗴 ⊹ 𝘁𝗮𝗻 ⬪ 𝖻𝗈𝗒𝗌 ꒰🏡꒱ — 𝘽𝙏𝙎𝙋𝙊𝙋𝙋𝙀𝙍ˎˊ-,False,2022-03-14 06:48:05,BROO.. YOU ARE SO COOL!! 😭😭👏👏 https://t.co/ReMMeY2Zx4,,Twitter for Android,BROO.. COOL 😭😭👏👏 http //t.co/ReMMeY2Zx4
86,Dr Younus Danish,Hyderabad,Central  Secretary Information (Jammait Ulama_e_Pakistan),False,2022-03-14 06:48:05,Daily Express News Story https://t.co/PQ3mG5Wde2,,Twitter Web App,Daily Express News Story http //t.co/PQ3mG5Wde2
87,Bartis87,"Sachsen, Deutschland",,False,2022-03-14 06:48:05,"@hiRavenCrypto #Hodl4Gold @Hodl4Gold #H4G

✅13% #BUSD  reflection
✅weekly lottery
✅NFT Marketplace
✅Much more soon

Website: https://t.co/aFeINNaDeY
#NFTMarketplace : https://t.co/ZgSYbiITcg
Discord: https://t.co/4v0v34Wkjh
Telegram: https://t.co/KuVJkDPqqd
Website: https://t.co/aFeINNaDeY https://t.co/RhPoKmrO23","['Hodl4Gold', 'H4G', 'BUSD']",Twitter for iPhone,hiRavenCrypto Hodl4Gold Hodl4Gold BUSD reflection ✅weekly lottery ✅NFT Marketplace ✅Much soon Website http //t.co/aFeINNaDeY NFTMarketplace http //t.co/ZgSYbiITcg Discord http //t.co/4v0v34Wkjh Telegram http //t.co/KuVJkDPqqd Website http //t.co/aFeINNaDeY http //t.co/RhPoKmrO23
88,Taylor,"Dhaka, Bangladesh",I like ♣♣#BTC ♣♣ #ETH♣♣ #Bounty ♠♠ #followme and #followback 100%,False,2022-03-14 06:48:05,"Very promising and developing project. Modern technologies, a good team, fast development dynamics join#QuarashiNetwork #Blockchain #TokenSale #ICO #Presale #Cryptocurrency @QuarashiN",,Twitter for Android,Very promising developing project Modern technology good team fast development dynamic join QuarashiNetwork Blockchain TokenSale Presale Cryptocurrency QuarashiN
89,chloe〴,,username says it all,False,2022-03-14 06:48:05,@Nxsir_ thanks 🙈&lt;33,,Twitter for iPhone,Nxsir_ thanks
90,𝄞 megan⁹⁷🐰ᴶᴶᴷ,"supporting jungkook, New York",#JUNGKOOK: the nation’s pride and main vocalist ♡ jk fan account • JK since 2014 • 22 • she/her 😈ψ,False,2022-03-14 06:48:05,"@jkmediaupdate @BTS_twt N

Listen to chart topper #StayAlive by #Jungkook (Prod. Suga) @BTS_twt","['StayAlive', 'Jungkook']",Twitter for iPhone,jkmediaupdate BTS_twt Listen chart topper StayAlive Jungkook Prod Suga BTS_twt
91,konnie 🎃🕸🕷 | TEAM XO,"Nottingham, England",28. UK. she/her. Twitch Affiliate. Gryffindor. Nottingham Panthers fan #74 insta: konnie_jean1993📸,False,2022-03-14 06:48:05,one person followed me // automatically checked by https://t.co/gT3DaQ1VBi,,fllwrs,person followed automatically checked http //t.co/gT3DaQ1VBi
92,Todd,,,False,2022-03-14 06:48:05,@FoxyLustyGrover We filled a Holden Commodore at $2.49 / litre a week ago and parked it up. Only using our Vitz now and cycling to work. Just snuck in there.,,Twitter for iPhone,FoxyLustyGrover filled Holden Commodore 2.49 litre week parked Only using Vitz cycling work Just snuck
93,|||シ︎𝗟𝗢𝗩𝗘 𝗧𝗛𝗘 𝗪𝗔𝗬🐻​ GOT7FOREVER💘,#유류​Fanart​,𝕪𝕦𝕘𝕪𝕖𝕠𝕞 𝕗𝕣𝕠𝕞 𝕒𝕠𝕞𝕘㋛︎ ขอบคุณที่ฟอลเพราะชอบงานนะคะ 🥰✨💖🌈,False,2022-03-14 06:48:05,one person unfollowed me // automatically checked by https://t.co/QPZFyQ0wzc,,fllwrs,person unfollowed automatically checked http //t.co/QPZFyQ0wzc
94,Dannyg.tez 💥Ottez#2223,UK,Britain's Best Crypto & Tezos (XTZ) Enthusiast. My Tweets are my opinion and NEVER financial advice. Do Your Own Research,False,2022-03-14 06:48:05,Hey #tezos community give the page a follow and check out the artwork. Even better you stand a chance of winning. 🔥🔥 #NFTGiveaway #XTZ https://t.co/cAPRM2Gi22,['tezos'],Twitter for Android,tezos community give page follow check artwork Even better stand chance winning NFTGiveaway http //t.co/cAPRM2Gi22
95,Deals & Price Mistakes,contactdeallrr@gmail.com,"Plug for the best deals, price mistakes, & sales on the internet. Amazon Associate. Tweets contain affiliate links we earn from. Bot by Viral Social LLC",False,2022-03-14 06:48:05,"Exfoliating Back Scrubber and Exfoliating glove and Bath Sponge set for $9.99!!

https://t.co/ERYV7S9TTW https://t.co/RLow4zS1Ns",,Deallrr,Exfoliating Back Scrubber Exfoliating glove Bath Sponge 9.99 http //t.co/ERYV7S9TTW http //t.co/RLow4zS1Ns
96,⋆ meowsuke ⋆,she/her ₁₉ ✩ latina,"byakuya’s defender by day, aizen’s rider by night",False,2022-03-14 06:48:05,when my twitter still hasnt updated 😎,,Twitter for iPhone,twitter still hasnt updated
97,Berarom,,invisible,False,2022-03-14 06:48:05,"@prerationalist @NLRG_ Distress is quite underrated, imho it's his best novel",,Twitter Web App,prerationalist NLRG_ Distress quite underrated imho best novel
98,kingofbtc,"Toronto, Ontario",Bitcoin Mentor & Author / Instagram: @kingofbtc (Technical Analysis) Telegram: @DailyTATraders #bitcoin Tiktok: Bitdrip,False,2022-03-14 06:48:05,@CryptoWhale I hope you short the market @cryptowhale and get liquidated. Good luck though 😂,,Twitter for iPhone,CryptoWhale hope short market cryptowhale liquidated Good luck though
99,kuroo | Team Satoshi,Philippines,Kailangan ba magmadali? / Team Satoshi LoV Scholar / ZDG Foobar's & MDG Greed's Jockey / Germany ko rin si lodicakes AoIgnis,False,2022-03-14 06:48:05,@NoodFTOfficial discord???? https://t.co/ksNs0g3TIC,,Twitter for Android,NoodFTOfficial discord http //t.co/ksNs0g3TIC
100,processbyprocess,,,False,2022-03-14 06:48:05,"@UN @UNOCHA Congratulations the illegit President @KagutaMuseveni 
being re-elected after murdering,imprisoning&amp;silencing opponents,Shutting down internet&amp;committing widespread voter fraud.UN ACT NOW&amp;HOLD HIM ACCOUNTABLE FOR HIS CRIMES #KUNGA
#ENDM7Dictatorship
#M7NovMassacreUg @EUinUG @G7 https://t.co/wvRaagXusj",,Twitter for Android,UNOCHA Congratulations illegit President KagutaMuseveni re-elected murdering imprisoning silencing opponent Shutting internet committing widespread voter fraud.UN HOLD ACCOUNTABLE CRIMES KUNGA ENDM7Dictatorship M7NovMassacreUg EUinUG http //t.co/wvRaagXusj
101,ً,taiwan,great perhaps,False,2022-03-14 06:48:05,my layout looks so pretty,,Twitter Web App,layout look pretty
102,ChrisStarkb,Nederland,Csm19XD,False,2022-03-14 06:48:05,@web3sg @Imaginary_Ones @denny_sta who made me enter the NFT space,,Twitter for iPhone,web3sg Imaginary_Ones denny_sta made enter space
103,⁸jass⁷ₒₒₒ | semi ia📚,atz ooo bts cix ☻ 19 🇨🇦,i’m in love with 27 men ☻ she/her,False,2022-03-14 06:48:05,i love seonghwa,,Twitter for iPhone,love seonghwa
104,alli :)),probs asleep ,‘23                                                                     proverbs 3:5-6,False,2022-03-14 06:48:05,having no friends is better than having a bunch of fake ones…,,Twitter for iPhone,friend better bunch fake ones…
105,Blessing,,Just an unusual girl living in a usual world 💫,False,2022-03-14 06:48:05,@LvGld Oowah which one is that one? That sounds a little tacky 🤣😂,,Twitter for iPhone,LvGld Oowah That sound little tacky
106,Leo Racelis,,"@LazadaPH 1000% Loyal Supporters
BTS🧈❤️
Carat 💎

Super fan of Encounter 😍🥺❤️",False,2022-03-14 06:48:05,"@LazadaPH MINE KETTLE BELL #LazadaMondayMineDay 
25",['LazadaMondayMineDay'],Twitter for Android,LazadaPH MINE KETTLE BELL LazadaMondayMineDay
107,I rotted. This is all that's left,,"Bot. Decayed, even.",False,2022-03-14 06:48:05,"This was the first time she'd touched him skin to skin, without the barrier of gloves or coat or shirtsleeve. She let her hand cup his face. His skin was cool and damp from the rain. He stayed still, but she saw a tremor pass through him, as if he were waging a war with himself.",,"Cheap Bots, Done Quick!",This first time touched skin skin without barrier glove coat shirtsleeve hand face skin cool damp rain stayed still tremor pas waging
108,Nutty,,,False,2022-03-14 06:48:05,"@pickover People started proving non-existence of this limit, seriously there is some issue some where",,Twitter Web App,pickover People started proving non-existence limit seriously issue
109,Generated Planets,outer space,Useful tool for sci-fi writers to start planet design. Suggestions/corrections welcome. Part of a series. Bot by @hologramvin // #botALLY,False,2022-03-14 06:48:05,Otserp is a magenta planet with a brisk atmosphere. It has 2 moon(s) and is velvety. It is a robot planet.,,"Cheap Bots, Done Quick!",Otserp magenta planet brisk atmosphere moon velvety robot planet
110,V,,"I 💜 BTS , priority is V , Vminkook,Vmin, Taejin , Taejoon , Taegi and Vhope ✌🏼",False,2022-03-14 06:48:05,"@VTrendSongs @BTS_twt Angelic face is V

RISE CHRISTMAS TREE ON HTS

I’m currently listening to #V_ChristmasTree The Global hit OST #ChristmasTree
by History Maker  #V of @BTS_twt",['V_ChristmasTree'],Twitter for iPhone,VTrendSongs BTS_twt Angelic face RISE CHRISTMAS TREE currently listening V_ChristmasTree Global ChristmasTree History Maker BTS_twt
111,💙🦁,,18+ I'm just here to trim my bangs and lie.,False,2022-03-14 06:48:05,"@kaeyafucker420 @trium__virate real answer: horseback riding 

realer answer: felix riding",,Twitter for iPhone,kaeyafucker420 trium__virate real answer horseback riding realer answer felix riding
112,oldskool,,,False,2022-03-14 06:48:05,That's 💯🤔 https://t.co/Dge2I8RlqH,,Twitter Web App,That http //t.co/Dge2I8RlqH
113,Eee haaa,,"Don't judge me🙏. U won't graduate. 🙏😑
hope for the best .😘👉🏻Eatu👈🏻♥️",False,2022-03-14 06:48:05,"In everyone's life there is up's and down's, just don't give up on what u doing? Enjoy every little moment 😉💕🥳",,Twitter for Android,everyone life give Enjoy every little moment
114,VIRGO,School or work,It’s me.. again lol🥲,False,2022-03-14 06:48:05,Ion really care they can stay mad.. nigga i’m good😎😎😎,,Twitter for iPhone,really care stay mad.. nigga good😎😎😎
115,🧑🏼‍🦰 me,indigenous 🇲🇽,17 || number 1 jimin stan,False,2022-03-14 06:48:05,long hair purple jungkook. my beloved. my short lived lover …. i’d give anything to have U back!!’ https://t.co/erOO41CpwR,,Twitter for iPhone,long hair purple jungkook beloved short lived lover give anything back http //t.co/erOO41CpwR
116,ResearchPool,"Paris, France","@ResearchPool helps the buy-side, sell-side and corporates discover research quickly, streamline workflows and broaden distribution.  #valuingknowledge",False,2022-03-14 06:48:05,"$UBKAY #United Bank for Africa PLC UNITED BANK FOR AFRICA PLC (UBA) - Pan-Africa business to boost bank’s profits in FY’22: In its FY’21 results, UBA reported a 7% y/y growth in Gross Earnings to ₦658 billion (Vetiva: ₦646 billion),… https://t.co/1oJBi6ZCKU #equity #stocks https://t.co/7y2zUFObb7",['United'],dlvr.it,UBKAY United Bank Africa UNITED BANK AFRICA Pan-Africa business boost bank profit result reported growth Gross Earnings ₦658 billion Vetiva ₦646 billion http //t.co/1oJBi6ZCKU equity stock http //t.co/7y2zUFObb7
117,itsNdhrhdna,Malaysia,"jagalah keluarga aku & sahabat aku seperti mana engkau lindungi aku 🤲

Sijil Pengoperasian Perniagaan
Diploma Of Marketing
Degree ? ( In Shaa Allah )",False,2022-03-14 06:48:05,"@jawatankosongmh For Those Interested please press in 📞 https://t.co/Tpw7uKfuyN. 
Thank You https://t.co/zUus3NWtCv",,Twitter Web App,jawatankosongmh Those Interested please press http //t.co/Tpw7uKfuyN Thank http //t.co/zUus3NWtCv
118,🇵🇭 🇲🇽,valleys,24|filipino/Mexican| SC:MINDOVERMATTER9👻,False,2022-03-14 06:48:05,That message had made my whole life😫🥺🖤,,Twitter for iPhone,That message made whole life😫🥺🖤
119,Rishi,Japan,who cares about BIO? when a huge BIO-WAR is going out there? #COVID,False,2022-03-14 06:48:05,"@fvckw3b #creoengine
Developing and deploying games is easy now 
Best #Decentralised platform for game developers and also serves for developing games and #NFT Marketplace provider
TGE &amp; IDO ON MARCH 2022⚡
Pre-Public Sale on 8-15March
More
@Creo_engine  #creo #bsc #btc
@VitalikButerin 61","['creoengine', 'Decentralised']",Twitter for Android,fvckw3b creoengine Developing deploying game easy Best Decentralised platform game developer also serf developing game Marketplace provider MARCH 2022⚡ Pre-Public Sale 8-15March More Creo_engine creo VitalikButerin
120,DoSomething 🏳️‍🌈 😷,,"""I've learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel.""  ~Maya Angelou.",False,2022-03-14 06:48:05,@danielmaycock Thank you. Well said Daniel. I know they have racism in New Zealand. She should know better.,,Twitter Web App,danielmaycock Thank Well said Daniel know racism Zealand know better
121,Cassie,"London, England","Dwell on the beauty of life. Watch the stars and see yourself running with them. Say NO to inequality, racism, extremism. DMs welcome",False,2022-03-14 06:48:05,@BartlebyX @OnlyAsking3 @M_M_C_2who Thus before that POINT in time as 12 noon is a measurement and a POINT in time.,,Twitter for iPhone,BartlebyX OnlyAsking3 M_M_C_2who Thus POINT time noon measurement POINT time
122,Fausto Barbosa Lemos,"São Paulo, Brasil",#BabyDogeArmy,False,2022-03-14 06:48:05,"@GateioFutures Well... Sorry for the language, but that's what I call it: the masturbation has only just begun! It'll keep like this throughout the whole year (pic)

Than 2023 will probably be the same!

Then comes the halving 2024.

Then we'll smile. LOL https://t.co/IvpACtBeQe",,Twitter for Android,GateioFutures Well Sorry language call masturbation begun keep like throughout whole year Than 2023 probably Then come halving 2024 Then smile http //t.co/IvpACtBeQe
